title,rank,date,artist,trend
Bundles (feat. Taylor Girlz),8,6/4/2021,Kayla Nicole,SAME_POSITION
Into The Thick Of It!,9,6/4/2021,The Backyardigans,MOVE_UP
#BrooklynBloodPop!,10,6/4/2021,SyKo,MOVE_DOWN
double take,11,6/4/2021,dhruv,MOVE_UP
CORALINE,12,6/4/2021,Måneskin,MOVE_DOWN
Beggin',13,6/4/2021,Måneskin,MOVE_UP
Fine Apple,14,6/4/2021,Nic D,MOVE_DOWN
One Day,15,6/4/2021,Lovejoy,MOVE_DOWN
Paraluman,16,6/4/2021,Adie,MOVE_UP
Voilà,17,6/4/2021,Barbara Pravi,MOVE_DOWN
Dark Side,18,6/4/2021,Blind Channel,SAME_POSITION
Melawan Restu,19,6/4/2021,Mahalini,MOVE_UP
t r a n s p a r e n t s o u l feat. Travis Barker,20,6/4/2021,WILLOW,MOVE_UP
Tout l'univers,21,6/4/2021,Gjon's Tears,MOVE_DOWN
"Body (Remix)",22,6/4/2021,"Tion Wayne, Russ Millions",MOVE_DOWN
Sex Sells,23,6/4/2021,Lovejoy,SAME_POSITION
keepyousafe,24,6/4/2021,Yahya,MOVE_UP
FEVER,25,6/4/2021,ENHYPEN,MOVE_UP
Plutão,26,6/4/2021,VMZ,MOVE_UP
Hot Sauce,27,6/4/2021,NCT DREAM,MOVE_UP
Mata Hari,28,6/4/2021,Efendi,MOVE_DOWN
Taunt,29,6/4/2021,Lovejoy,SAME_POSITION
Pain,30,6/4/2021,PinkPantheress,MOVE_UP
Love Tonight - Edit,31,6/4/2021,Shouse,MOVE_UP
Poblado,32,6/4/2021,"Crissin, Totoy El Frio, Natan & Shander",MOVE_DOWN
deja vu,33,6/4/2021,Olivia Rodrigo,MOVE_DOWN
Eu Sou O Mestre Dos Magos,34,6/4/2021,"DJ GRZS, Mc Fazano, Mc Marofa, Mc Mero RF",SAME_POSITION
Torna a casa,35,6/4/2021,Måneskin,SAME_POSITION
El Diablo,36,6/4/2021,Elena Tsagrinou,SAME_POSITION
A-O-K,37,6/4/2021,Tai Verdes,MOVE_UP
Freaks,38,6/4/2021,Surf Curse,MOVE_UP
Discoteque,39,6/4/2021,THE ROOP,MOVE_DOWN
Don't (feat. RM),40,6/4/2021,eAeon,SAME_POSITION
Samma gamla vanliga,41,6/4/2021,A36,MOVE_UP
Bipolar,42,6/4/2021,"Mc Davi, Mc Pedrinho, Mc Don Juan",MOVE_UP
FOR YOUR LOVE,43,6/4/2021,Måneskin,MOVE_DOWN
Iko Iko (My Bestie),44,6/4/2021,"Justin Wellington, Small Jam",NEW_ENTRY
Morirò da Re,45,6/4/2021,Måneskin,SAME_POSITION
Ölebilirim,46,6/4/2021,"Bedo, Patron",NEW_ENTRY
Black Out Days - Future Islands Remix,47,6/4/2021,Phantogram,MOVE_UP
Kiss Me More (feat. SZA),48,6/4/2021,Doja Cat,MOVE_DOWN
10 Years,49,6/4/2021,Daði Freyr,MOVE_DOWN
"Sofa, Breja e Netflix",50,6/4/2021,"Mac Júlia, Pejota",SAME_POSITION
abcdefu,1,11/22/2021,GAYLE,SAME_POSITION
SAD GIRLZ LUV MONEY Remix,2,11/22/2021,Amaarae,SAME_POSITION
Do It To It,3,11/22/2021,"ACRAZE, Cherish",SAME_POSITION
Own Brand Freestyle,4,11/22/2021,"FelixThe1st, Dreya Mac, Finch Fetti",MOVE_UP
abcdefu (angrier),5,11/22/2021,GAYLE,MOVE_UP
Notion,6,11/22/2021,The Rare Occasions,MOVE_UP
Por Supuesto,7,11/22/2021,Marina Sena,MOVE_DOWN
Coming for You (feat. A1 x J1),8,11/22/2021,SwitchOTR,NEW_ENTRY
Toxic,9,11/22/2021,BoyWithUke,SAME_POSITION
MIDDLE OF THE NIGHT,10,11/22/2021,Elley Duhé,SAME_POSITION
Dat heb jij gedaan,11,11/22/2021,MEAU,MOVE_UP
Se Tá Solteira,12,11/22/2021,"FBC, VHOOR, Mac Júlia",MOVE_UP
Ameaça,13,11/22/2021,"Paulo Pires, Mc Danny, Marcynho Sensação",SAME_POSITION
Enemy (with JID),14,11/22/2021,Imagine Dragons,NEW_ENTRY
Я буду ебать,15,11/22/2021,"Moreart, IHI",MOVE_DOWN
Nothing,16,11/22/2021,Bruno Major,MOVE_UP
Cpr,17,11/22/2021,cupcakKe,MOVE_UP
Want me!! (OFFICIAL SONG),18,11/22/2021,Cl4pers,MOVE_DOWN
Easy On Me,19,11/22/2021,Adele,SAME_POSITION
Pegada de Malvado,20,11/22/2021,"Mc Danone, Mc Frog",MOVE_DOWN
GHOST TOWN,21,11/22/2021,Benson Boone,MOVE_DOWN
Ela me Falou Que Quer Rave,22,11/22/2021,"MC Levin, DJ Nikolas Alves Exclusive, DJ Kaioken, DJ Gege",MOVE_UP
Bota a Mão no Chão,23,11/22/2021,"Felipe Cardoso DJ, Mc Fopi",MOVE_DOWN
Vai Lá Em Casa Hoje,24,11/22/2021,"George Henrique & Rodrigo, Marília Mendonça",MOVE_UP
all I want is you,25,11/22/2021,"Rebzyyx, hoshie star",MOVE_DOWN
24/7,26,11/22/2021,"Celina Sharma, Harris J.",SAME_POSITION
I Love You So,27,11/22/2021,The Walters,MOVE_DOWN
Kina Chir,28,11/22/2021,The PropheC,SAME_POSITION
Pa Tra Rkt,29,11/22/2021,"Callejero Fino, Pusho DJ",MOVE_DOWN
Seventeen Going Under,30,11/22/2021,Sam Fender,SAME_POSITION
Mon Amour - Remix,31,11/22/2021,"zzoilo, Aitana",SAME_POSITION
10 NUMARA,32,11/22/2021,Lvbel C5,SAME_POSITION
The Perfect Girl,33,11/22/2021,Mareux,MOVE_DOWN
My Humps,34,11/22/2021,"Joshwa, Lee Foss",NEW_ENTRY
Mirror Mirror,35,11/22/2021,"F.HERO, MILLI, Changbin of Stray Kids",NEW_ENTRY
Mahvettim,36,11/22/2021,cakal,NEW_ENTRY
Nuestra Canción,37,11/22/2021,"Monsieur Periné, Vicente Garcia",MOVE_DOWN
Habang Buhay,38,11/22/2021,Zack Tabudlo,MOVE_DOWN
Hayrola,39,11/22/2021,"Artz, Bugy, Ezhel",MOVE_DOWN
Bijlee Bijlee,40,11/22/2021,Harrdy Sandhu,NEW_ENTRY
Presepada,41,11/22/2021,"Marília Mendonça, Maiara & Maraisa",MOVE_UP
Dibine Kadar,42,11/22/2021,Duman,MOVE_DOWN
Enchanted,43,11/22/2021,Taylor Swift,MOVE_DOWN
Los Malvekes,44,11/22/2021,"Cris Mj, Marcianeke, Simon la Letra, Stars Music Chile",NEW_ENTRY
XOXO,45,11/22/2021,JEON SOMI,NEW_ENTRY
Altüst Olmuşum,46,11/22/2021,Mavi Gri,MOVE_DOWN
Esqueça-Me Se For Capaz,47,11/22/2021,"Marília Mendonça, Maiara & Maraisa",SAME_POSITION
100 Shots,48,11/22/2021,Young Dolph,NEW_ENTRY
Face Off,49,11/22/2021,"Tech N9ne, Joey Cool, King Iso, Dwayne Johnson",MOVE_DOWN
BMW,50,11/22/2021,"Because, Leslie",MOVE_DOWN
Hadal Ahbek,1,2/7/2021,Issam Alnajjar,SAME_POSITION
drivers license,2,2/7/2021,Olivia Rodrigo,MOVE_UP
Panalo (Trap Cariñosa),3,2/7/2021,Ez Mil,MOVE_DOWN
I'm not Pretty,4,2/7/2021,JESSIA,SAME_POSITION
Astronaut In The Ocean,5,2/7/2021,Masked Wolf,SAME_POSITION
ROLLIN N CONTROLLIN FREESTYLE,6,2/7/2021,DUSTY LOCANE,SAME_POSITION
I Am (feat. Flo Milli),7,2/7/2021,"Yung Baby Tate, Slade Da Monsta",SAME_POSITION
LA CANZONE NOSTRA ⟁ ︎(con BLANCO & SALMO),8,2/7/2021,MACE,SAME_POSITION
Esquema Preferido,9,2/7/2021,"DJ Ivis, Tarcísio do Acordeon",MOVE_UP
Xerecard,10,2/7/2021,"Jeff Costa, Mc Danny",MOVE_DOWN
Paparazzi,11,2/7/2021,Kim Dracula,SAME_POSITION
SugarCrash!,12,2/7/2021,ElyOtto,NEW_ENTRY
Violent,13,2/7/2021,carolesdaughter,MOVE_DOWN
"Ghalat Fehmi - From ""Superstar""",14,2/7/2021,"Asim Azhar, Zenab Fatimah Sultan",MOVE_UP
Wellerman,15,2/7/2021,The Longest Johns,MOVE_DOWN
Good Days,16,2/7/2021,SZA,MOVE_UP
Katakan Saja,17,2/7/2021,Khifnu,MOVE_UP
Wildest Dreams,18,2/7/2021,Duomo,MOVE_DOWN
Mi Trokita Cumbia,19,2/7/2021,Obzesion,SAME_POSITION
Best Friend (feat. Doja Cat),20,2/7/2021,Saweetie,MOVE_UP
Defenceless,21,2/7/2021,Louis Tomlinson,MOVE_DOWN
Pierre,22,2/7/2021,Ryn Weaver,MOVE_UP
2 Phút Hơn - KAIZ Remix,23,2/7/2021,Pháo,MOVE_UP
"SEVEN 7oo",24,2/7/2021,RM4E,MOVE_UP
Blue Jeans,25,2/7/2021,GANGGA,MOVE_UP
Dünyadan Uzak,26,2/7/2021,Sakiler,SAME_POSITION
Rolando (Caught In The Rain),27,2/7/2021,DUSTY LOCANE,SAME_POSITION
Camisa do Flamengo,28,2/7/2021,"MC Meno K, DJ 2L da Rocinha",MOVE_UP
M4,29,2/7/2021,"Teto, Matuê",SAME_POSITION
Streets,30,2/7/2021,Doja Cat,MOVE_UP
Save Your Tears,31,2/7/2021,The Weeknd,MOVE_UP
What A Shame,32,2/7/2021,Leyla Blue,SAME_POSITION
Mmmh,33,2/7/2021,KAI,MOVE_UP
Brown Munde,34,2/7/2021,"AP Dhillon, Gminxr, Gurinder Gill, Shinda Kahlon",MOVE_UP
Buss It,35,2/7/2021,Erica Banks,SAME_POSITION
Back In Blood (feat. Lil Durk),36,2/7/2021,Pooh Shiesty,MOVE_UP
うっせぇわ,37,2/7/2021,Ado,SAME_POSITION
No Te Enamores - Remix,38,2/7/2021,"Milly, Farruko, Nio Garcia, Jay Wheeler, Amenazzy",MOVE_UP
Immaterial,39,2/7/2021,SOPHIE,MOVE_DOWN
Flames (feat. Avril Lavigne),40,2/7/2021,MOD SUN,MOVE_DOWN
I′m in the Mood for Dancing,41,2/7/2021,YUJU,MOVE_DOWN
Boku no Sensou - TV Size,42,2/7/2021,Shinsei Kamattechan,MOVE_DOWN
Heartbreak Anniversary,43,2/7/2021,Giveon,MOVE_UP
Come Back Home,44,2/7/2021,"Petey Martin, Lauren Daigle",MOVE_DOWN
Camisa do Grêmio,45,2/7/2021,"MC Meno K, DJ Neeh",MOVE_DOWN
Beat Box 2 (feat. Pooh Shiesty),46,2/7/2021,SpotemGottem,SAME_POSITION
Can You Feel My Heart,47,2/7/2021,Bring Me The Horizon,MOVE_UP
Não Te Quero,48,2/7/2021,"NATTAN, Zé Vaqueiro",MOVE_UP
MY TREASURE,49,2/7/2021,TREASURE,NEW_ENTRY
Roses,50,2/7/2021,Finn Askew,NEW_ENTRY
Chhor Denge,48,3/8/2021,"Sachet-Parampara, Parampara Tandon, Nora Fatehi",MOVE_DOWN
"Amarelo, azul e branco",49,3/8/2021,"ANAVITÓRIA, Rita Lee",NEW_ENTRY
Knock Knock,50,3/8/2021,SoFaygo,SAME_POSITION
telepatía,1,3/8/2021,Kali Uchis,MOVE_UP
SugarCrash!,2,3/8/2021,ElyOtto,SAME_POSITION
Polvere da sparo,3,3/8/2021,Gaudiano,MOVE_UP
Heartbreak Anniversary,4,3/8/2021,Giveon,MOVE_UP
Wellerman - Sea Shanty / 220 KID x Billen Ted Remix,5,3/8/2021,Nathan Evans,MOVE_UP
Моя голова винтом (My head is spinning like a screw),6,3/8/2021,kostromin,MOVE_DOWN
Astronaut In The Ocean,7,3/8/2021,Masked Wolf,MOVE_DOWN
"Beginning Middle End",8,3/8/2021,Leah Nobel,NEW_ENTRY
Tokyo,9,3/8/2021,Leat'eq,SAME_POSITION
Kota,10,3/8/2021,Dere,MOVE_DOWN
Scopriti,11,3/8/2021,Folcast,MOVE_UP
Tapão Na Raba,12,3/8/2021,Raí Saia Rodada,MOVE_UP
Friday - Dopamine Re-Edit,13,3/8/2021,"Riton, Nightcrawlers",MOVE_UP
Wellerman - Sea Shanty,14,3/8/2021,Nathan Evans,MOVE_DOWN
Regina,15,3/8/2021,Davide Shorty,MOVE_UP
Yours,16,3/8/2021,"Raiden, CHANYEOL, LeeHi, CHANGMO",SAME_POSITION
Drive Forever - Remix,17,3/8/2021,"Sergio Valentino, xakavir",MOVE_UP
Track Star,18,3/8/2021,Mooski,SAME_POSITION
Ella No Es Tuya - Remix,19,3/8/2021,"Rochy RD, Myke Towers, Nicki Nicole",MOVE_DOWN
Weak,20,3/8/2021,Larissa Lambert,SAME_POSITION
Tomboy,21,3/8/2021,Destiny Rogers,MOVE_UP
Latest Trends,22,3/8/2021,A1 x J1,MOVE_DOWN
Calling My Phone,23,3/8/2021,"Lil Tjay, 6LACK",NEW_ENTRY
Uzaklara Savrulalım,24,3/8/2021,"Perdenin Ardındakiler, Mark Eliyahu",SAME_POSITION
To the Bone,25,3/8/2021,Pamungkas,MOVE_UP
Saturno,26,3/8/2021,"BIN, Mainstreet, Ajaxx",MOVE_UP
Fiel,27,3/8/2021,"Los Legendarios, Wisin, Jhay Cortez",MOVE_DOWN
Lezioni di volo,28,3/8/2021,Wrongonyou,MOVE_UP
Ordentlich,29,3/8/2021,t-low,MOVE_UP
Deus Me Proteja,30,3/8/2021,Chico César,MOVE_UP
Arcade,31,3/8/2021,Duncan Laurence,SAME_POSITION
Roadtrip,32,3/8/2021,"Dream, PmBata",MOVE_DOWN
Dear August,33,3/8/2021,"PJ Harding, Noah Cyrus",NEW_ENTRY
ROLLIN N CONTROLLIN FREESTYLE,34,3/8/2021,DUSTY LOCANE,MOVE_DOWN
C.H.R.I.S.Y.E.,35,3/8/2021,"Diskoria, Laleilmanino, Eva Celia",MOVE_DOWN
Batman,36,3/8/2021,LPB Poody,NEW_ENTRY
Blue Jeans,37,3/8/2021,GANGGA,MOVE_UP
I'm Missing You,38,3/8/2021,Sunjae,MOVE_DOWN
Batom de Cereja - Ao Vivo,39,3/8/2021,Israel & Rodolffo,MOVE_UP
drivers license,40,3/8/2021,Olivia Rodrigo,SAME_POSITION
Acabou a Água (feat. Mc Ygor Yanks),41,3/8/2021,"MC 3L, DJ J2, DJ PBeats",MOVE_DOWN
La Vie En Rose,42,3/8/2021,Emily Watts,MOVE_DOWN
Ратата,43,3/8/2021,Konfuz,MOVE_UP
Commitment Issues,44,3/8/2021,Central Cee,NEW_ENTRY
Your Love (9PM),45,3/8/2021,"ATB, Topic, A7S",MOVE_DOWN
Umbrella (with Marnik),46,3/8/2021,"Hard Lights, Moonshine, Ember Island",NEW_ENTRY
Subwoofer,47,3/8/2021,SHINSKY x DIMA,MOVE_DOWN
Chivirika,1,4/8/2021,"El Villanord, Yailin la Mas Viral",SAME_POSITION
Espirra o Lança,2,4/8/2021,"Dj Serpinha, MC 2jhow",SAME_POSITION
Gone,3,4/8/2021,ROSÉ,MOVE_UP
YKWIM?,4,4/8/2021,Yot Club,MOVE_UP
Yucky Blucky Fruitcake,5,4/8/2021,Iamdoechii,MOVE_UP
Prom Night,6,4/8/2021,Riovaz,MOVE_DOWN
Ako Naman Muna,7,4/8/2021,Angela Ken,SAME_POSITION
On The Ground,8,4/8/2021,ROSÉ,SAME_POSITION
Iko Iko (My Bestie),9,4/8/2021,"Justin Wellington, Small Jam",MOVE_UP
I Hear a Symphony,10,4/8/2021,Cody Fry,MOVE_DOWN
Cloud 9,11,4/8/2021,Beach Bunny,SAME_POSITION
Leave The Door Open,12,4/8/2021,"Bruno Mars, Anderson .Paak, Silk Sonic",MOVE_UP
Disco Arranhado - Funk Remix,13,4/8/2021,"Malu, DJ Lucas Beat",MOVE_DOWN
Umrumda Değil,14,4/8/2021,UZI,SAME_POSITION
Fiel,15,4/8/2021,"Los Legendarios, Wisin, Jhay Cortez",SAME_POSITION
Heartbreak Anniversary,16,4/8/2021,Giveon,SAME_POSITION
Rollin',17,4/8/2021,Brave Girls,SAME_POSITION
telepatía,18,4/8/2021,Kali Uchis,SAME_POSITION
Marea (We’ve Lost Dancing),19,4/8/2021,"Fred again.., The Blessed Madonna",MOVE_UP
To the Bone,20,4/8/2021,Pamungkas,MOVE_DOWN
Astronaut In The Ocean,21,4/8/2021,Masked Wolf,MOVE_UP
Enjoy Enjaami,22,4/8/2021,"Dhee, Arivu, Santhosh Narayanan",MOVE_DOWN
Kiss (Never Let Me Go),23,4/8/2021,"Thyro, Yumi",MOVE_UP
La Llevo Al Cielo,24,4/8/2021,"Yung Caza, Chencho Corleone",MOVE_DOWN
Rasputin,25,4/8/2021,"Majestic, Boney M.",MOVE_UP
Track Star,26,4/8/2021,Mooski,MOVE_UP
Friday - Dopamine Re-Edit,27,4/8/2021,"Riton, Nightcrawlers",MOVE_DOWN
"Dale Corte",28,4/8/2021,Yeremih NoMercy,SAME_POSITION
Slumber Party (feat. Princess Nokia),29,4/8/2021,Ashnikko,SAME_POSITION
Runaway,30,4/8/2021,AURORA,MOVE_UP
Batom de Cereja - Ao Vivo,31,4/8/2021,Israel & Rodolffo,MOVE_DOWN
Tu Aake Dekhle,32,4/8/2021,King,SAME_POSITION
Mi manchi,33,4/8/2021,Aka 7even,SAME_POSITION
SugarCrash!,34,4/8/2021,ElyOtto,SAME_POSITION
Cupid's Chokehold / Breakfast in America,35,4/8/2021,Gym Class Heroes,SAME_POSITION
Romeo & Juliet,36,4/8/2021,Peter McPoland,SAME_POSITION
Baby Me Atende,37,4/8/2021,"Matheus Fernandes, Dilsinho",SAME_POSITION
Tokyo,38,4/8/2021,Leat'eq,SAME_POSITION
Flamenco y Bachata,39,4/8/2021,Daviles de Novelda,MOVE_UP
Anota Placa,40,4/8/2021,"Tz da Coronel, Vinta, DJ PurpleRain.REC",MOVE_DOWN
Hold On,41,4/8/2021,Justin Bieber,SAME_POSITION
Arcade,42,4/8/2021,Duncan Laurence,MOVE_UP
Tapão Na Raba,43,4/8/2021,Raí Saia Rodada,MOVE_DOWN
Till Forever Falls Apart,44,4/8/2021,"Ashe, FINNEAS",MOVE_UP
Somebody To Love,45,4/8/2021,Axel Black & White,MOVE_DOWN
Wellerman - Sea Shanty / 220 KID x Billen Ted Remix,46,4/8/2021,Nathan Evans,SAME_POSITION
Alaz Alaz,47,4/8/2021,Buray,NEW_ENTRY
en el Refuego,48,4/8/2021,Grupo Diez 4tro,NEW_ENTRY
"L-Gante: Bzrp Music Sessions, Vol.38",49,4/8/2021,"Bizarrap, L-Gante",SAME_POSITION
3KIPA,50,4/8/2021,Ekipa,NEW_ENTRY
Starlight,1,2/8/2021,CHA NI (SF9),NEW_ENTRY
Hadal Ahbek,2,2/8/2021,Issam Alnajjar,MOVE_DOWN
drivers license,3,2/8/2021,Olivia Rodrigo,MOVE_DOWN
Panalo (Trap Cariñosa),4,2/8/2021,Ez Mil,MOVE_DOWN
Astronaut In The Ocean,5,2/8/2021,Masked Wolf,SAME_POSITION
I'm not Pretty,6,2/8/2021,JESSIA,MOVE_DOWN
I Am (feat. Flo Milli),7,2/8/2021,"Yung Baby Tate, Slade Da Monsta",SAME_POSITION
LA CANZONE NOSTRA ⟁ ︎(con BLANCO & SALMO),8,2/8/2021,MACE,SAME_POSITION
ROLLIN N CONTROLLIN FREESTYLE,9,2/8/2021,DUSTY LOCANE,MOVE_DOWN
Esquema Preferido,10,2/8/2021,"DJ Ivis, Tarcísio do Acordeon",MOVE_DOWN
SugarCrash!,11,2/8/2021,ElyOtto,MOVE_UP
"Ghalat Fehmi - From ""Superstar""",12,2/8/2021,"Asim Azhar, Zenab Fatimah Sultan",MOVE_UP
Xerecard,13,2/8/2021,"Jeff Costa, Mc Danny",MOVE_DOWN
Violent,14,2/8/2021,carolesdaughter,MOVE_DOWN
Defenceless,15,2/8/2021,Louis Tomlinson,MOVE_UP
Paparazzi,16,2/8/2021,Kim Dracula,MOVE_DOWN
Believe Me,17,2/8/2021,Navos,NEW_ENTRY
Mi Trokita Cumbia,18,2/8/2021,Obzesion,MOVE_UP
Pajama Party,19,2/8/2021,"1096 Gang, Guddhist, youngwise, Polo Pi, Ghetto Gecko, Luci J",NEW_ENTRY
Pierre,20,2/8/2021,Ryn Weaver,MOVE_UP
Best Friend (feat. Doja Cat),21,2/8/2021,Saweetie,MOVE_DOWN
Streets,22,2/8/2021,Doja Cat,MOVE_UP
Katakan Saja,23,2/8/2021,Khifnu,MOVE_DOWN
Your Love (9PM),24,2/8/2021,"ATB, Topic, A7S",NEW_ENTRY
Good Days,25,2/8/2021,SZA,MOVE_DOWN
Als Ik Je Weer Zie,26,2/8/2021,"Thomas Acda, Paul de Munnik, Maan, Typhoon",NEW_ENTRY
Blue Jeans,27,2/8/2021,GANGGA,MOVE_DOWN
Save Your Tears,28,2/8/2021,The Weeknd,MOVE_UP
M4,29,2/8/2021,"Teto, Matuê",SAME_POSITION
2 Phút Hơn - KAIZ Remix,30,2/8/2021,Pháo,MOVE_DOWN
Rolando (Caught In The Rain),31,2/8/2021,DUSTY LOCANE,MOVE_DOWN
Friday - Dopamine Re-Edit,32,2/8/2021,"Riton, Nightcrawlers",NEW_ENTRY
What A Shame,33,2/8/2021,Leyla Blue,MOVE_DOWN
Wildest Dreams,34,2/8/2021,Duomo,MOVE_DOWN
Brown Munde,35,2/8/2021,"AP Dhillon, Gminxr, Gurinder Gill, Shinda Kahlon",MOVE_DOWN
Camisa do Flamengo,36,2/8/2021,"MC Meno K, DJ 2L da Rocinha",MOVE_DOWN
this is how you fall in love,37,2/8/2021,"Jeremy Zucker, Chelsea Cutler",NEW_ENTRY
Mmmh,38,2/8/2021,KAI,MOVE_DOWN
Dünyadan Uzak,39,2/8/2021,Sakiler,MOVE_DOWN
Rosario,40,2/8/2021,"Epik High, CL, ZICO",NEW_ENTRY
Ohne Dich,41,2/8/2021,"KASIMIR1441, badmómzjay, WILDBWOYS",NEW_ENTRY
I′m in the Mood for Dancing,42,2/8/2021,YUJU,MOVE_DOWN
Heartbreak Anniversary,43,2/8/2021,Giveon,SAME_POSITION
うっせぇわ,44,2/8/2021,Ado,MOVE_DOWN
Wellerman,45,2/8/2021,The Longest Johns,MOVE_DOWN
Back In Blood (feat. Lil Durk),46,2/8/2021,Pooh Shiesty,MOVE_DOWN
No Te Enamores - Remix,47,2/8/2021,"Milly, Farruko, Nio Garcia, Jay Wheeler, Amenazzy",MOVE_DOWN
Boku no Sensou - TV Size,48,2/8/2021,Shinsei Kamattechan,MOVE_DOWN
Beat Box 2 (feat. Pooh Shiesty),49,2/8/2021,SpotemGottem,MOVE_DOWN
Roses,50,2/8/2021,Finn Askew,SAME_POSITION
#BrooklynBloodPop!,1,5/6/2021,SyKo,SAME_POSITION
Na Ponta Do Pé,2,5/6/2021,Nadson O Ferinha,SAME_POSITION
Tampa,3,5/6/2021,Cico P,SAME_POSITION
Poblado,4,5/6/2021,"Crissin, Totoy El Frio, Natan & Shander",SAME_POSITION
After School,5,5/6/2021,Weeekly,SAME_POSITION
Das ist alles von der Kunstfreiheit gedeckt,6,5/6/2021,Danger Dan,MOVE_UP
Binibini,7,5/6/2021,Zack Tabudlo,MOVE_DOWN
Krvn,8,5/6/2021,UZI,SAME_POSITION
Perros Blancos Freestyle,9,5/6/2021,"Reckol, cakal",SAME_POSITION
Kiss Me More (feat. SZA),10,5/6/2021,Doja Cat,SAME_POSITION
Barbar,11,5/6/2021,Kaan Boşnak,SAME_POSITION
Nangangamba,12,5/6/2021,Zack Tabudlo,MOVE_UP
Runaway,13,5/6/2021,AURORA,MOVE_DOWN
Rasputin,14,5/6/2021,"Majestic, Boney M.",MOVE_UP
Yucky Blucky Fruitcake,15,5/6/2021,Iamdoechii,MOVE_DOWN
Break it off,16,5/6/2021,PinkPantheress,MOVE_UP
"Volta Bebê, Volta Neném",17,5/6/2021,"Dj Guuga, DJ Ivis",SAME_POSITION
Body,18,5/6/2021,"Russ Millions, Tion Wayne",MOVE_UP
deja vu,19,5/6/2021,Olivia Rodrigo,MOVE_UP
Venom,20,5/6/2021,Little Simz,MOVE_UP
Fiołkowe Pole,21,5/6/2021,"Sobel, Piotrek Lewandowski",MOVE_DOWN
Tenang,22,5/6/2021,Yura Yunita,MOVE_UP
Martılar,23,5/6/2021,EDIS,SAME_POSITION
Deixa Eu Falar pra Você,24,5/6/2021,Josué Bom de Faixa,MOVE_UP
Sneaky Link,25,5/6/2021,"HXLLYWOOD, Glizzy G",MOVE_UP
ASAP,26,5/6/2021,STAYC,MOVE_UP
Freaks,27,5/6/2021,Surf Curse,MOVE_UP
MONTERO (Call Me By Your Name),28,5/6/2021,Lil Nas X,MOVE_DOWN
Umrumda Değil,29,5/6/2021,UZI,MOVE_DOWN
YKWIM?,30,5/6/2021,Yot Club,MOVE_UP
Bipolar,31,5/6/2021,"Mc Davi, Mc Pedrinho, Mc Don Juan",MOVE_DOWN
Marea (We’ve Lost Dancing),32,5/6/2021,"Fred again.., The Blessed Madonna",MOVE_UP
I Hear a Symphony,33,5/6/2021,Cody Fry,MOVE_DOWN
ghost town (voice memo),34,5/6/2021,Chloe George,SAME_POSITION
Seventeen,35,5/6/2021,Ladytron,NEW_ENTRY
Vida Louca,36,5/6/2021,"Mc Poze do Rodo, Neo Beats, Mainstreet",SAME_POSITION
Jireh (feat. Chandler Moore & Naomi Raine),37,5/6/2021,"Elevation Worship, Maverick City Music",MOVE_UP
WHOLE LOTTA MONEY,38,5/6/2021,BIA,MOVE_UP
Frans Duits,39,5/6/2021,"Donnie, Frans Duijts",MOVE_UP
La Mamá de la Mamá,40,5/6/2021,"El Alfa, Chael Produciendo, CJ, El Cherry Scom",MOVE_UP
Leave The Door Open,41,5/6/2021,"Bruno Mars, Anderson .Paak, Silk Sonic",SAME_POSITION
RAPSTAR,42,5/6/2021,Polo G,SAME_POSITION
Tiroteo - Remix,43,5/6/2021,"Marc Seguí, Rauw Alejandro, Pol Granch",MOVE_UP
Meu Pisêro,44,5/6/2021,DUDA BEAT,MOVE_DOWN
Talking To Jesus (feat. Brandon Lake),45,5/6/2021,"Elevation Worship, Maverick City Music",MOVE_UP
Friday - Dopamine Re-Edit,46,5/6/2021,"Riton, Nightcrawlers",MOVE_DOWN
Tipo Gin - Ao Vivo,47,5/6/2021,MC Kevin o Chris,SAME_POSITION
Baby Me Atende,48,5/6/2021,"Matheus Fernandes, Dilsinho",SAME_POSITION
4 Da Gang (with Roddy Ricch),49,5/6/2021,42 Dugg,SAME_POSITION
Romantic Lover,50,5/6/2021,Eyedress,NEW_ENTRY
abcdefu,1,11/23/2021,GAYLE,SAME_POSITION
SAD GIRLZ LUV MONEY Remix,2,11/23/2021,Amaarae,SAME_POSITION
Own Brand Freestyle,3,11/23/2021,"FelixThe1st, Dreya Mac, Finch Fetti",MOVE_UP
Do It To It,4,11/23/2021,"ACRAZE, Cherish",MOVE_DOWN
abcdefu (angrier),5,11/23/2021,GAYLE,SAME_POSITION
Notion,6,11/23/2021,The Rare Occasions,SAME_POSITION
Por Supuesto,7,11/23/2021,Marina Sena,SAME_POSITION
Coming for You (feat. A1 x J1),8,11/23/2021,SwitchOTR,SAME_POSITION
MIDDLE OF THE NIGHT,9,11/23/2021,Elley Duhé,MOVE_UP
Toxic,10,11/23/2021,BoyWithUke,MOVE_DOWN
Dat heb jij gedaan,11,11/23/2021,MEAU,SAME_POSITION
Se Tá Solteira,12,11/23/2021,"FBC, VHOOR, Mac Júlia",SAME_POSITION
Ameaça,13,11/23/2021,"Paulo Pires, Mc Danny, Marcynho Sensação",SAME_POSITION
Easy On Me,14,11/23/2021,Adele,MOVE_UP
Я буду ебать,15,11/23/2021,"Moreart, IHI",SAME_POSITION
Nothing,16,11/23/2021,Bruno Major,SAME_POSITION
